id,tweet,label
6068,empress high seas cruise line offering astonishingly amazing deals two cru URL,fake
6069,create significant change industry nothing ever URL URL,real
6070,really case tweeting weird situation california think private testing companies clogged NUM NUM NUM day wait times could logistics hurdles state labs something else entirely,real
6071,declaration director center coordination health alerts emergencies spain tests covid NUM health personnel,fake
6072,rt fall expect spreading time protect family getting,real
6073,update today NUM new cases covid NUM report managed isolation nz continue cases covid NUM community NUM days since last case covid NUM acquired locally unknown source,real
6074,science data suggest kids risk covid,fake
6075,moment half measures history forgive us waiting hour bay area able hope keep rest country safe must follow lead continue URL,real
6076,nz covid tracer recorded NUM registered users NUM posters created date NUM scans,real
6077,label disinfectant says new coronavirus strain new,fake
6078,lockdown bad man wife kids mortgage URL,fake
6079,shea wants immunizations required condition employment anyone working healthcare URL,real
6080,sign outside bill melinda gates foundation says center global human population reduction,fake
6081,finally deaths beginning yesterday along periodic reminder new york state still reporting NUM probable deaths recorded new york city cdc URL,real
6082,kazakhstanis could coronavirus fall winter NUM due lack test systems time disease remained undetected,fake
6083,seven children died coronavirus within one week karimganj assam india,fake
6084,doctor li wenliang hospital china suggest drinking tea coronavirus patients,fake
6085,NUM new cases confirmed nigeria NUM lagos state amp NUM ogun one case returning traveler second case contact previously confirmed case NUMpm march NUM NUM confirmed cases nigeria NUM discharged NUM death URL,real
6086,john lewis funeral obama told room full people rooms full people dangerous must mail vote,fake
6087,photo old italian man crying health improved,fake
6088,ny times report physicians around world confirming loss smell anosmia diminished sense taste ageusia telltale symptoms means coronavirus attacks brain,fake
6089,total cases india september NUM NUM NUM NUM cured discharged migrated NUM NUM NUM active cases NUM NUM NUM deaths NUM total covid NUM confirmed cases cured discharged migrated active cases deaths URL,real
6090,think ever shake hands anyone URL,fake
6091,cm house sindh NUM staff tested positive meetings would conducted video links URL,fake
6092,updates NUM states uts higher tpm lower positivity rate india average NUM new cases concentrated NUM states uts URL,real
6093,pence says virus toilet seats URL,fake
6094,says military humvee labeled covid NUM quarantine team interstate NUM michigan,fake
6095,epicentre remains americas NUM world cases recorded know first two situations never late bring virus control even explosive transmission,real
6096,things store vitamin vitamin c vitamin dNUM peroxide sore throat gargle spirullina star anise carries one main active ingredients tamiflu high dose vitamin c success story URL,fake
6097,approved homemade remedy covid NUM cure made ramu pondicherry,fake
6098,clearly struggling resolving tests people makes data date fundamentally dissimilar anything time series nation largest state broken,real
6099,hindu gods quarantined due covid NUM,fake
6100,testing conducted NUM categories people presenting symptoms NUM contacts confirmed cases NUM residents areas moderate high prevalence covid NUM NUM recent returnees learn testing amp share URL,real
6101,india fifth country isolate coronavirus niv pune lab URL,real
6102,whatsapp forward looked like order government jammu kashmir read high speed NUMg internet services restored state march NUM also warned people misuse internet facilities result legal action,fake
6103,corona virus claims black belt chuck norris dead NUM,fake
6104,coronavirus gets mouth drinking water liquids wash esophagus stomach tummy stomach acid kill virus,fake
6105,man italy killed lost family coronavirus,fake
6106,prepared test thousands people coming days staff dhbs redeployed testing centres community testing managed isolation quarantine facilities,real
6107,trump introduces choose adventure pandemic protocol URL,fake
6108,big day appears test dump california reported NUMk tests today michigan new york georgia also reported NUMk tests NUM states reported NUMk overall u NUMk daily tests since last sunday,real
6109,testing status update stated NUM samples tested september NUM NUM NUM samples tested september NUM NUM URL,real
6110,NUM positive cases NUM deaths covid NUM recorded mali april NUM NUM,fake
6111,north carolina also set new high cases URL,real
6112,india lowest deaths per million population case fatality rate cfr also declining continuously currently india cfr NUM e NUM NUM secretary URL,real
6113,cdc reclassified underlying conditions according risk pose severe covid NUM URL,real
6114,positive case novel coronavirus ncov hospital banlic cabuyao city laguna philippines january NUM,fake
6115,rai tv show NUM warned chinese research create new coronavirus virus parts took place wuhan,fake
6116,new report singapore shows clusters cases likely resulted people without symptoms spreading illness social distancing avoiding crowds key slowing spread covid NUM URL URL,real
6117,stopped testing right cases,fake
6118,NUM previously reported case considered recovered total number active cases new zealand NUM NUM imported cases quarantine brings total number confirmed cases NUM report world health organization,real
6119,news covid NUM sorrow audi drivers lockdown struggle demonstrate better everyone else URL URL,fake
6120,called chanakya knew operation lotus would fail miserably rajasthan hiding away public glare pretence getting tested coronavirus savarkar,fake
6121,cdc recommended mail voting whole pandemic election,fake
6122,recoveries india grow difference active cases widens recovered patients NUM NUM times active cases URL URL,real
6123,could loved one increased risk find racial ethnic groups higher risk getting covid NUM experiencing severe illness URL URL,real
6124,former u president barack obama set anti pandemic programs NUM vulnerable countries way protect something like coronavirus know trump closed NUM,fake
6125,take three states data ny nj ct different story emerges positive rate outside area never reached high ever get low began climbing last week URL,real
6126,nursing home assisted living facility staff protect vulnerable residents cdc new training webinars help URL URL,real
6127,update today new cases covid NUM report NUM days since last case covid NUM acquired locally unknown source,real
6128,rt new update state data NUM pm eastern NUM states reported NUM tests performed NUM positive NUM negative,real
6129,nine areas england rates currently higher NUM cases per NUM people public health england says follow live updates URL,real
6130,changed directives,fake
6131,arsenicum album NUM homeopathic drug peddled cure covid NUM,fake
6132,cdc discontinued reporting number persons investigation negative test results testing done states numbers would representative national testing,real
6133,ginger miracle cure coronavirus,fake
6134,covid NUM cases reached peak people must go outside even groceries,fake
6135,coronavirus covid NUM mix sars hiv tuberculosis malaria,fake
6136,NUM new cases kaduna NUM fct NUM plateau NUM lagos NUM delta NUM gombe NUM adamawa NUM edo NUM katsina NUM akwa ibom NUM ekiti NUM rivers NUM ondo NUM ebonyi NUM cross river NUM ogun NUM sokoto NUM imo NUM nasarawa NUM NUM confirmed NUM discharged NUM deaths URL,real
6137,president trump proposes constructing bigly retractable dome usa URL,fake
6138,important video shows spread virus human human filmed advanced high tech camera japan URL,fake
6139,rt bryan steil says wi spent NUM NUM coronavirus funding allocated federal government half tru,fake
6140,daily update published see slightly lower numbers earlier week probably due holiday weekend NUM states ct ks ky la mn ri report others lower numbers usual still states reported NUMk new cases URL,real
6141,popular advisory allegedly URL,fake
6142,breaking boris johnson set announce pubs bars restaurants throughout england forced close NUMpm thursday sky chief political correspondent latest westminster get story URL URL,real
6143,says certain states banning sale alcohol,fake
6144,starting think utah politicians table deal crematoriums funeral parlors easily letting us get die,fake
6145,woman uttar pradesh threw five children river food eat current lockdown,fake
6146,logo covid NUM testing facility depicts anubis egyptian god death,fake
6147,dallas cowboys cheerleaders refuse wear face masks URL,fake
6148,longer wring hands say something must done time countries get hands dirty build public health systems ensure pandemic magnitude severity never happens URL,real
6149,mural legitimate NUM airport portend coronavirus pandemic URL,fake
6150,pak pm imran khan wife tested positive covid NUM,fake
6151,cross river rapid response team rrt supporting state enhance sample collection ramp testing also worked cross river state response team assess NUM bed isolation facility adiabo tinapa URL,real
6152,skin rashes emerging symptom covid NUM consult qd URL,fake
6153,wearing mask public slow spread covid remember masks safety mostly safety people around warrior tip illustrations c URL,real
6154,yesterday labs processed NUM tests past three days labs processed NUM tests tests may take unto NUM hours positive results reported promptly negative tests may take longer return thank patience,real
6155,update alert levels auckland remain alert level NUM rest new zealand remain level NUM NUM NUM pm wednesday NUMth august brings us full NUM weeks total URL,real
6156,south dominated new case counts today florida texas alone represented nearly NUM new cases URL,real
6157,rt india NUM cases per million population one lowest world tests per million population also continuo,real
6158,latest updates ministry health new cases covid NUM report new zealand NUMth consecutive day new cases total number confirmed cases remains NUM number report world health organization URL,real
6159,interested helping grow antibody test knowledge base please respond thread try touch,real
6160,comparing covid NUM data action united states spain estimate us saved NUM lives early action saves lives URL,real
6161,cdc partners bayer ag disinfect woods URL,fake
6162,NUM people left managed isolation NUM NUM june group includes NUM granted compassionate exemptions NUM contacted tested negative NUM tested leaving managed isolation amp remaining NUM tested departing,real
6163,please ensuring temperature checks entry points public spaces including offices banks supermarkets places worship temperature NUM NUM c denied entry advised seek medical attention URL,real
6164,says anthony fauci bill gates george soros jeffrey epstein connected moderna inc efforts create coronavirus vaccine,fake
6165,rt NUM samples tested far NUM NUM samples tested yesterday,real
6166,clear track public health websites occasionally however states share information local media make official repositories like capture data possible,real
6167,due control measures like declarations emergency stay home guidances encouraged use face masks closures schools golf courses church activities non essential businesses covid act predicting positive outcome URL,real
6168,NUM new cases NUM lagos NUM kano NUM ogun NUM bauchi NUM kaduna NUM fct NUM sokoto NUM katsina NUM borno NUM nasarawa NUM adamawa NUM oyo NUM confirmed cases nigeria discharged NUM deaths NUM URL,real
6169,rivers oklahoma full catfish carrying virus,fake
6170,doctors including covid NUM suspect death certificates hospitals receive NUM NUM brazilian reais registered covid NUM death,fake
6171,recent studies also suggested viral load peaks pre symptomatic period NUM days amp goes next NUM days available evidence indicate increase risk transmission patients discharged based revised discharge criteria NUM NUM,real
6172,daily update published tracked NUM NUM million tests NUMk yesterday note track tests state reports details see URL URL,real
6173,treat pets way would treat family members prevent spread keep pets away sick people people outside household read pets covid NUM URL URL,real
6174,also taking vitamin c garlic bNUM zinc asprin folic acid back feb told virologist manifests multiplies inthe throat also gargle twice day chlorhexidine URL,fake
6175,wearing cloth face covering correctly help prevent spread others go essential trips follow child remember age NUM wear face covering see URL URL,real
6176,many states uts performed better encouraging figures national average recovery rate fatality rate,real
6177,rt last NUM lakh recoveries recorded NUM days comparison preceding NUM lakh recoveries,real
6178,yes know like sums problem move current cumulative full statement numbers monday afternoon,real
6179,overheard someone explaining covid NUM means chinese originated viral infectious disease even try explain wrong ask NUM means said number try man made virus perfected,fake
6180,home secretary priti patel tells sky news would call police neighbours hosting party broke restrictions URL,real
6181,claim cow urine dung could treat covid NUM assam legislator haripriya URL fact claims add misinformation fear mongering fight disease scientifically anant bhanhealth researcher preventive med cure yet URL,fake
6182,emissions china italy plunge coronavirus outbreak satellite images reveal URL,fake
6183,total cases india september NUM NUM NUM NUM cured discharged migrated NUM NUM NUM active cases NUM NUM NUM deaths NUM total covid NUM confirmed cases cured discharged migrated active cases deaths URL,real
6184,NUM states uts account NUM deaths last NUM hours due maharashtra reported NUM deaths followed karnataka uttar pradesh NUMand NUM deaths respectively details URL URL,real
6185,coronavirus case uttar pradesh district india,fake
6186,end world nigh URL,fake
6187,pandemic never virus people got sick flu vaccine everything plan population reduction,fake
6188,survey NUM NUM americans concerned access health care covid NUM pandemic URL,real
6189,italian pm said country surrendered covid NUM pandemic,fake
6190,infection concern everyone older adults people health conditions greater risk learn risk protect family URL URL,real
6191,risk secondary covid transmission NUM home new contact tracing study finds URL,real
6192,says opposes statewide mask order would require wear mask house walking dog,fake
6193,says nancy pelosi daughter board kennedy center important send money,fake
6194,personally take colloidal silver little blue covid wonder government amp bill gates want know,fake
6195,paramilitary forces deployed surat rajkot baroda control coronavirus situation,fake
6196,love safe unsafe increasing covid deaths NUMx physicians understand probability risk reward kill people long argued hippocratic oath mathematically wrong URL,fake
6197,update new cases covid NUM report today number active cases nz remains NUM active cases recently returned overseas managed isolation facilities cases community transmission,real
6198,multiple posts facebook twitter claim warned eating cabbage novel coronavirus pandemic,fake
6199,picture member tablighi jamaat beaten police lockdown,fake
6200,spanish government asks congress renew state alarm every NUM days required law,fake
6201,right showing daily numbers showing back end current numbers logged mistake tell site updated time locked numbers NUMpmet,real
6202,methodological note saying continuing revise pin way code hospitalizations data states reporting two different numbers current hospitalizations cumulative hospitalizations unlike numbers,real
6203,darin lahood stated may NUM NUM tv interview,fake
6204,nearly NUM total active casesare nine affected states maharashtra karnataka andhra pradesh contribute NUM total active cases details URL URL,real
6205,video viewed thousands times multiple posts facebook twitter claim shows us president donald trump tested positive novel coronavirus,fake
6206,growing evidence suggests spread people show symptoms pre symptomatic people never show symptoms asymptomatic cloth face coverings help prevent spread covid NUM situations see q amp URL URL,real
6207,herd immunity probably california far fewer covid NUM deaths new york,fake
6208,money taken hospitals finance cultural projects brazil,fake
6209,rt things protect amp around us stay least NUM ft away others,real
6210,coronavirus inside air passenger excited doug ford cuts public health URL,fake
6211,true heroes public thanks liquor store employees essential service URL URL,fake
6212,er visits us NUM coronavirus pandemic URL URL,real
6213,trump ignored coronavirus tear gassed portland mayor URL,fake
6214,believe NUM NUM million people died china due covidNUM well believe till saw NUM NUM million missing mobile phones found NUM wuhan crematorium URL,fake
6215,significant sustained increase number daily new recovered cases case fatality rate cfr continues falling stands NUM NUM today URL,real
6216,lemon slices cup hot water save life coronavirus,fake
6217,dr parmeshwar arora md ayurvedic senior consultant sir gangaram hospital visited bank colony gurgaon briefed,fake
6218,crash NUM people board crashed plane tested positive district administration instructed involved rescue operation see morning visual,fake
6219,video young adults singing indian national anthem shared facebook twitter covid NUM pandemic alongside claims shows american students performing thank india supplying us hydroxychloroquine malaria drug involved clinical trials potential covid NUM treatment,fake
6220,health ministry engages NUM dist NUM states reporting higher mortality URL,real
6221,hi david please let ministry health know phoning NUM NUM NUM emailing tracingapp feedback govt nz,real
6222,claim neem leaves cure novel coronavirus relieve symptoms shared thousands times multiple facebook posts,fake
6223,recently contacted covid NUM coughing high fever inside burning loss smell taste took arsenicum album NUM twice day morning night NUM days one dose night next NUM days one dose NUM days cured homeopathy wondrous,fake
6224,news uk safe coronavirus boris johnson orders well painted red buses URL URL,fake
6225,proper way wear surgical mask blue side sick white side want infected virus,fake
6226,claim president donald trump trying make NUM billion medicare cuts middle deadly pandemic,fake
6227,wearing masks coronavirus decreases oxygen intake increases toxin inhalation shuts immune system increases virus risk scientifically inaccurate effectiveness studied,fake
6228,popular youtube video claiming coronavirus numbers false,fake
6229,NUM january first country outside china record case disease thailand experience sars hNUMnNUM combined strong public health surveillance system gave muscle memory respond quickly URL,real
6230,updated guidance clarifies groups lower risk people community tested includes people higher risk complications get covid NUM cont,real
6231,multiple studies said decades masks work viruses,fake
6232,lactancy recommended risks covid NUM transmission mother child,fake
6233,course socioeconomic factors add another dimension analyses first step though data available community leaders health officials pinpoint local needs,real
6234,pied piper potomac disbands coronavirus task force unbands disbands URL,fake
6235,covid convalescent plasma week URL URL,real
6236,jennifer lopez reveals since sheltering place ass gained NUM inches URL,fake
6237,new interview fox president trump suggests india could early access covid NUM vaccines developed us since pm modi accepted request hcq,fake
6238,nz covid tracer app NUM people registered covid tracer app reminder businesses please make sure qr code accessible people wheelchairs,real
6239,think possible see something like new jersey URL big transparency win keeps people thinking positive rate testing high,real
6240,anybody wants test coronavirus get test,fake
6241,together also established covax facility give participating countries access world largest diverse portfolio vaccine candidates,real
6242,expanded number labs capacity test NUM inclusion virology laboratory university college hospital ibadan tomorrow abakaliki set another lab quickly ramp testing capacity nigeria URL,real
6243,NUM reasons young people catching URL,real
6244,nation top germaphobe howie mandel says literally going crazy regarding covid NUM URL,fake
6245,posts shared NUM times social media appear show NUM tweet donald trump criticizing president barack obama handling hNUMnNUM pandemic placing responsibility presidents crisis,fake
6246,humans getting sick bioengineered coronavirus one body reacting NUMg coronavirus vaccine rfid chip introduced cure disease called mark beast,fake
6247,death toll wuhan due coronavirus reaches NUM people,fake
6248,news NUM sees NUM covid NUM raises bubonic plague URL URL,fake
6249,would bill gates patent coronavirus URL,fake
6250,shopping carts contain germs toilet handles germs lurk grocery stores URL,fake
6251,yes state governments may issue stricter guidelines contain transmission permitted dilute guidelines issued disaster management act NUM URL,real
6252,covid NUM update today NUM new confirmed cases covid NUM report one imported case detected managed isolation facility two community cases,real
6253,india highest recovered cases world india contributes NUM NUM share total cases however terms recovered cases india shares NUM NUM total recovered cases secretary URL,real
6254,testing centre kent shut reportedly make way lorry park run next big brexit deadline URL,real
6255,rt please continue embrace prevention strategies key weapons maintain NUM ft distanc,real
6256,NUM billiion dollars announced ppl canada increased benefits deferral credit amp mortgage payment NUM months said one country worried rent mortgage money live time crises NUM NUM,fake
6257,feds NUM million mask contract shady man sanction ftc URL,real
6258,today NUM NUM NUM NUM total cases discharged URL,real
6259,getting lot questions georgia see clear signal major outbreak state testing volume way since may NUM state reporting number cases unclear testing test reporting issue URL,real
6260,pandemic must catalyst taking vaccine preventable diseases seriously vaccinations pneumococcal disease influenza yet uptake older people risk categories places pretty poor URL,fake
6261,NUM new cases plateau NUM lagos NUM fct NUM ondo NUM edo NUM rivers NUM kaduna NUM osun NUM borno NUM oyo NUM kwara NUM adamawa NUM nasarawa NUM gombe NUM bayelsa NUM imo NUM bauchi NUM ogun NUM kano NUM NUM confirmed NUM discharged NUM deaths URL,real
6262,egyptian doctor says tunisians immunity could new treatment covid NUM,fake
6263,fifty days strict lockdowns followed NUM days measures eased could effective strategy reducing covid NUM deaths ensuring level economic protection scientists claim URL,real
6264,third case woman NUMs arrived new zealand august NUM manila via hong kong three people staying auckland quarantine facility jetpark hotel,real
6265,sadly NUM people hospital covid NUM today NUM auckland city NUM middlemore NUM north shore NUM waikato NUM christchurch hospital NUM people ward NUM icu sending families aroha,real
6266,amid covid NUM NUM NUM republican governors decided play football three fourths NUM democratic governors decided play already probably play,fake
6267,muslims intentionally licking cutlery plates spread covid NUM,fake
6268,announced would donate NUM billion four years communities color minority owned businesses affected covid NUM bank pledge contribute money directly black lives matter organization URL,fake
6269,india scales yet another peak highest ever single day recoveries NUM patients recover last NUM hours NUM total recoveries concentrated NUM states URL,real
6270,early identification testing surveillance amp contact tracing along focus timely appropriate clinical treatment patients ensured small proportion active cases ventilator support URL,real
6271,though NUM total active cases country NUM states e maharashtra andhra pradesh karnataka amp tamil nadu positive side continue decrease daily active cases states secretary URL,real
6272,thirty four new cases reported follows NUM lagos NUM kano NUM katsina NUM delta NUM niger NUM NUM pm NUMth april NUM confirmed cases reported nigeria NUM discharged NUM deaths URL,real
6273,anthony fauci knew new coronavirus NUM journalists exhibit mannequins covid NUM patients deceive public according interview man named rashid buttar,fake
6274,says president donald trump implemented travel ban work NUM NUM people got countries subject restrictions,fake
6275,always visit URL see produces data reminder data users updated api field descriptions URL,real
6276,chief secretary west bengal following relaxing state performing poorly fought covid NUM,fake
6277,breaking london mayor sadiq khan says increasingly likely additional restrictions soon required capital slow spread virus latest coronavirus uk URL URL,real
6278,democratic congrasswoman ilhan omar tweeted deaths due covid NUM NUM NUM wars vietnam iraq afghanistan combined,fake
6279,last NUM days processed NUM tests NUM tests processed yesterday labs working well within NUM hour turn around time table set test results still completed within NUM hours,real
6280,stop spread cdc continue work tribal nations ensure resources available maintain physical amp mental health easy access information affordable testing medical mental health care URL URL,real
6281,coronavirus cashew checken URL,fake
6282,per clinical management protocol may considered patients moderate symptoms however situation evolves amp data becomes available evidence accordingly incorporated recommendation upgraded URL,real
6283,clemson university devastated mascot tests positive c NUM URL,fake
6284,italy spain united kingdom present zero cases covid NUM attract tourists,fake
6285,need plan fully supress virus shadow health secretary jonathan ashworth says urgent government fixes test trace avoid restrictions get story URL URL,real
6286,prime minister boris johnson says class self isolate come contact somebody school tested positive adds classes sent home results received URL URL,real
6287,police violently forced family home u handcuffs violation house resolution NUM,fake
6288,may NUMx much coronavirus us reported URL URL,real
6289,cnbc claims covid NUM survives air NUM hours paper plastic NUM NUM hours,fake
6290,rt recognizing warning signs may difficult due still,real
6291,autohemotherapy cures covid NUM,fake
6292,vaccine made roche medical company cures covid NUM NUM hours,fake
6293,health ministry issues revised sop preventive measures followed conducting examinations contain spread URL URL,real
6294,coronavirus cases reported rome georgia,fake
6295,NUMst july NUM safely operated NUM domestic flights handled NUM passengers URL,real
6296,number icu beds larger boone county factor three compared orange county university north carolina,fake
6297,drinking alcohol prevent coronavirus increased alcohol consumption reading become never fall fake news ears hearing stories URL,fake
6298,daily new cases incidence changed risk score many states counties change may disheartening believe important covid risk score reflect risk accurately possible adding metric improves ability,real
6299,indian doctor gone collect coronavirus samples uttar pradesh stoned death,fake
6300,treatment statins associated reduced risk severe fatal covid NUM meta analysis four retrospective studies suggests URL URL,real
6301,news man set home gym start lockdown seriously considering third workout URL URL,fake
6302,daily update published states reported NUMk tests NUMk cases lowest since early july good news today death count NUM lowest number monday NUM weeks URL,real
6303,rt weekend president trump retweeted two posts misconstrue cdc data covid NUM deaths wrote,fake
6304,video russia blogger claims spanish hospital recording empty information spread coronavirus exaggerated,fake
6305,news sack cummings central covid NUM response says government overseeing NUMnd highest death toll world URL URL,fake
6306,doctor sgrh hospital new delhi india prescribed hydroxychloroquine tablet prevent covid NUM infection,fake
6307,man visited albany n days dying coronavirus video allegedly hospital das cl nicas paulo shows empty waiting room person filming says government lying says covid NUM patients hospital us state owned media services provider nites tv free everyone encourage people stay home NUM coronavirus patients recovered ghana claims drinking boiled garlic water cures novel coronavirus total number covid NUM deaths decreased manaus brazil NUM NUM visit health minister nelson teich happened started investigate fraudulent deaths NUM cases new coronavirus city barranquilla colombia mumbai city municipal body asks people drink boiled water remedy coronavirus trump claims speaker nancy pelosi deleted tweet visit chinatown february reporters visited british prime minister boris johnson recovered illness home looks like old abandoned military hut old brick walls living room small brought tea tray reporters cups different met disheveled hair casual clothes confident smile prime minister bill melinda gates foundation headquarters called centre global human population reduction doctors cannon lose professional license refusing prescribe hydroxychloroquine mass disinfection people using chemical solution eradicate covid NUM image shows covid NUM patients state coronavirus isolation ward pakistan viral image doctor died treating patients coronavirus llano de corrientes hospital argentina fennel tea cure new coronavirus komal mishra staff nurse hospital pune india died due coronavirus tablik jamaat chief maulana saad NUM people get coronavirus india destroyed country possession,fake
6308,india steady trend high recoveries continues NUM thousand recoveries registered last NUM hours total number recoveries NUM URL URL,real
6309,ad watch joe biden spanish language ad says donald trump lacks coronavirus plan recap main claims biden ad translated fact checked context URL URL,fake
6310,taiwanese president former president infected former president died,fake
6311,shadow cabinet office minister tells thinks govt suggestion using army support police amid new rules reflects extent police cut last NUM years get live updates URL URL,real
6312,looking NUM census estimates demographic picture south dakota become bit diverse larger point stands URL URL,real
6313,fewer people meet fewer journeys make safer welsh first minister mark drakeford sets new national measures coming force wales get latest new restrictions URL URL,real
6314,nashville man becomes unstoppable eating raw beet URL,fake
6315,mask wearers beware caller radio talk show recently shared wife hospitalized told covid couple days left live doctor friend suggested tested legionnaires disease wore mask every day day long turns legionnaires disease moisture bacteria mask given antibiotics within two days better spikes covid really something else due mask wearing copied pasted checked true,fake
6316,transmission may include viral particles remain airborne longer previously understood URL,real
6317,NUM pm update published us completed tests least NUM people NUM yesterday total note track tests state reports states report negative tests details see URL URL,real
6318,fact checked kamala harris hillary clinton barack obama dnc speeches last night along former obama harris issued scathing indictment president donald trump handling covid NUM pandemic URL URL,fake
6319,coronavirus noel gallagher refuses wear face mask despite uk laws URL,real
6320,video shows women queuing outside wine shop city pune maharashtra india amid covid NUM lockdown,fake
6321,states reporting NUM new cases today worth noting tn set new record high yesterday ms growing cases reporting broke ok set new record NUM NUM nm data looks good recent weeks URL,real
6322,know feel like virus pass last forever first minister nicola sturgeon thanks people scotland sacrifices made far get latest new restrictions URL URL,real
6323,case coronavirus argentine province chaco confirmed,fake
6324,news coronavirus tracing app also monitor tone voice confirms matt hancock URL URL,fake
6325,covid NUM patient caught police gorakhpur district state uttar pradesh india,fake
6326,covid NUM update today NUM new confirmed cases covid NUM five community seven imported cases managed isolation five community cases linked auckland cluster URL,real
6327,total cases india august NUM NUM NUM NUM cured discharged migrated NUM NUM NUM active cases NUM NUM NUM deaths NUM total covid NUM confirmed cases cured discharged migrated active cases deaths via URL,real
6328,rt award NUM million NUM state local jurisdictions support nation response,real
6329,chart looks per capita testing rates percent positive arizona south carolina florida moving rightward URL,real
6330,cdc tracks NUM different forecasting models possible deaths us may NUM forecast increase deaths coming weeks cumulative total exceeding NUM june NUM see national amp state forecasts URL URL,real
6331,news priti patel guide sleeping soundly terrifying pandemic URL URL,fake
6332,facewine secluedo twatty new words blame coronavirus URL,fake
6333,rt india registers record highest single day recoveries NUM lakh patients recovered th,real
6334,queen elizabeth ii tested positive coronavirus,fake
6335,latest cdc report shows august weekly hospitalization rates declined among adult age groups however rates children aged NUM NUM constant period increased end august URL URL,real
6336,restaurants bars use cdc new tips staggered shifts amp modified job duties people higher risk severe illness maintain healthy operations outbreak tips URL URL,real
6337,coronaviruses already affecting animals strain one causing covid NUM humans,fake
6338,acc domestic passengers entering gujarat quarantined amp permitted go advice self monitor health NUM days may also contact state helpline details NUM NUM NUM NUM URL,real
6339,cdc detain anyone fever indefinitely vaccination way people could get detention,fake
6340,india confirmed case count rose NUM NUM lakh number recoveries country crossed NUM lakh uttar pradesh minister state health family welfare atul garg tested positive coronavirus URL,fake
6341,wondering daily activities safely protecting loved ones help determine level risk answer questions deciding go URL URL,real
6342,president donald trump tweeted oldies die god hands folks liberate america,fake
6343,viral post claims covid NUM infected patient found hsipaw township hospital myanmar,fake
6344,rt marked improvement covid NUM situation delhi possible due enhanced testing cont,real
6345,facebook post claimed message stanford hospital gives advice drink water every NUM minutes order prevent covid NUM,fake
6346,NUM deaths reported today bringing total dataset NUM include NUM probable deaths recorded nyc published new york state address excess mortality reported cdc URL URL,real
6347,special envoy dr david nabarro says people mix bother face masks number cases doubles every two days adds country europe currently stage latest URL URL,real
6348,mustard oil kill coronavirus,fake
6349,NUM NUM pm NUMth march NUM confirmed cases NUM death breakdown cases states real time please see URL currently lagos NUM fct NUM ogun NUM enugu NUM ekiti NUM oyo NUM edo NUM bauchi NUM osun NUM rivers NUM benue NUM,real
6350,total combined number confirmed probable cases new zealand NUM NUM people recovered NUM confirmed probable cases recovered NUM tests processed yesterday brings total number tests NUM,real
6351,lot report today many states appear holiday related backlogs numbers fill week able dig state regional data,real
6352,backtracked argues economies reopened immediately,fake
6353,maharashtra karnataka andhra pradesh uttar pradesh tamil nadu compose close NUM URL,real
6354,dhs report china hid virus severity hoard supplies NUM URL,fake
6355,daily update published tracked NUM NUM million tests NUMk yesterday far biggest testing day yet states never reported NUMk daily tests details see URL URL,real
6356,april NUM NUM NUM states federal capital territory fct nigeria recorded least one confirmed case NUM cases three states URL,real
6357,rt progress immunization coverage stalling hit NUM diphtheria tetanus pertussis dtpNUM measle,real
6358,video us president donald trump top us pharmaceutical executive speaking press conference viewed thousands times multiple facebook twitter youtube posts alongside claim shows announcing vaccine novel coronavirus covid NUM ready administered,fake
6359,assassination tunisian doctor mahmoud bazarti announcement finding successful vaccine covid NUM germany,fake
6360,donors must go deep exceptional funds approved address dimensions without mobilization exceptional resources amounts mentioned never reached amp essential reached URL,real
6361,today fatality rate NUM NUM case NUM NUM deaths million country one lowest world URL,real
6362,say coronavirus parties bad idea URL via,real
6363,many countries done well learned previous outbreaks like sars mers hNUMnNUM ebola amp others muscle memory prepared pandemic whole world must develop muscle memory,real
6364,even california full updated report today data testing plateau would continue though less pronounced looks URL,real
6365,recovered disease assume people acquire long lasting immunity though people remain immune coronaviruses NUM NUM years avg early evidence suggest infection may create immunity people,real
6366,getting texas antigen test results public view tangled process glad see reported whole story last weekend URL,real
6367,yesterday NUM thousand cases reported almost NUM cases reported NUM countries NUM come two countries,real
6368,arizona poster child problem even outbreak continues hospitalizations deaths rise NUM day average tests fallen july URL,real
6369,overheard someone explaining covid NUM means chinese originated viral infectious disease even try explain wrong ask NUM means said number try man made virus perfected vote blue,fake
6370,dr fauci paint gums covid NUM carriers purple give laxative URL,fake
6371,yesterday laboratories completed NUM tests NUM swabs taken community NUM taken managed isolation quarantine facilities brings total number tests completed date NUM,real
6372,ayurveda practitioner devender sharma gave false covid NUM positive reports NUM patients contracted virus killed kidneys,fake
6373,continues affect people countries around globe shut businesses schools amp travel reminds us pandemic real every new case motivation amp recovery proof get together URL,real
6374,first volunteer take human trial vaccine coronavirus uk died,fake
6375,vaccine coronavirus ready us president donald trump announced roche medical company launch,fake
6376,ultimately going NUM NUM NUM ways accounting provide useful information mind,real
6377,pooled covid NUM testing requires complex staff coordination provide reassurance community URL URL,real
6378,acc amp currently evidence transmitted mosquitoes based available research person person transmission via respiratory droplets remains main source infection URL,real
6379,rt majority got behind covax though countries still deliberating whether join amp contempl,real
6380,always known real pandemic felt pandemic long called pandemic,fake
6381,women become mothers likely higher anxiety levels URL,real
6382,metformin may lower risk fatal covid NUM URL URL,real
